Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2015-01-07,Pujehun,Gallines Perri,Kemokai,Bomi Perri,NA,1,1,Youth Leader,Very High,Government should fight very hard to eradicate Ebola in this country. Government should also train burial team at community level,What is Ebola? When Ebola is going to end?,"Handshaking, touching dead body.",Vichles and motor bike are not allowed after 7:00 pm. Strangers are not allowed without the concent of the community authority. No oneshould eat bush meat. Thorough handwashing with soap and chlorine water,If school does not reopen the future of their children will be at  risk. Train burial team at community level.,"Yes. Fear of authority by the subjects, family link."
2015-01-07,Pujehun,Gallines Perri,Gendema,Gbajaoma,NA,1,1,CHW,High,During the three day lockdown our foods were destroyed by animals,Is there any drug to cure Ebola. Why this disease is called Ebola.,"Handshaking. Eating fruit htat has been eaten by animals. Touching vomiting, dead body",Avoid washing dead bodies. No strangers should be allowed. Call 117 when there is a sick person.,Education has collapsad in the country,Due to family link some will violate the laws.
2015-01-07,Pujehun,Gallines Perri,Dakona,Gongo,NA,1,1,Youth,Very High,The manner in which Ebola spreads,When ebola will end?,The manner in which people burial,Early referral of sick people to the health centre. No hand shaking,Restrict the movement of community people. The closing of schools,yes. People will break the Bye-laws due to the family relationship
2015-01-07,Pujehun,Gallines Perri,Seitua,Jenneh,NA,1,1,CHW,Very High,They are no longer doing their business,How Ebola can spread from person to person,Visiting and eating from quarantined homes.,No one should eat bush meat in the community,When someone die they need to report it to the health personnel,"Yes, but due to poor road network."
2015-01-07,Pujehun,Gallines Perri,Gendema,Kakayama,NA,1,1,Ordinary Citizen,High,When Ebola is going to end,What the government will do after this deadly virus,Hiding a person that has been infected with the virus,No stranger should be kept unnoticed,No business during the time of Ebola. All academic institutions are closed,Yes.Hand Washing is not effective due to the absent of veronical bucket and soap
2015-01-07,Pujehun,Gallines Perri,Mewah,Kulaka,NA,1,1,Youth ,Medium,Government should train the community people on how to burial,"When is Ebola going to end, When schools shall reopen, Is government going to pay the school fees for their children?",Eating ofbush meat,No unauthorised public gathering in the community,"The use of thermometer is not reliable, The payment of Grant-in- Aid after Ebola, Theprocedure of burial actvities must be cchange",Yes. Poor hand washing due to the availabilty of veronical bucket and soaps.
2015-01-07,Pujehun,Gallines Perri,Joyah,Libbi,NA,1,1,Youth Leader,Very High,The reopening of schools in the country,When this outbreak will come to an end,"Visiting burial home, attending to the sick without PPE","No accomodation for strangers, report all sickness to the health centre",Freedom of movement ,"The absent of Veronical bucket, chlorine and soap for handwashing"
2015-01-07,Pujehun,Gallines Perri,Kortugbu,Makorma,NA,1,1,Ordinary Citizen,Medium,The manner in which the Burial team burial their relatives.,How does Ebola spread ,Accomodating strangers ,No one should eat bush meat. Avoid keeping sick people in the community,The government need to train special people to wash the dead body,Due to family link some will violate the laws.
2015-01-07,Pujehun,Gallines Perri,Jakema,Saama,NA,1,1,Teacher,High,They do not know when sick will come to an end ,Why they are being asked to drink ORS,"Hand shaking, touching sick person","Screening of strangers by medical personnel, No visit to burial homes, No hand shaking, No dancing, Cleaning of environment ",Government should put modalities in place to eradicate this deadly virus,"Yes.Distance  to the health centre, poor covearage system to call the emmergency line"
2015-01-07,Pujehun,Kpanga Krim,Gobaru Ii,Benduma,NA,1,1,Farmer,High,"Ebola has restricted the freedom of movement,and has also stopped the trade fares.","When Ebola is going to end?, How Ebola can be transferred?",By touching an infected Ebola sick peron,"They also avoid body contact, Strangers are not allowed.",They lack good drinking water facilities. ,Bad road network that cannot allow freequent movement interms of emmergency.
2015-01-07,Pujehun,Kpanga Krim,Gobaru I,Mandu,NA,1,1,Ordinary citizen,High,All academic institutions are closed and has affected the educational system in the country,When are we expecting Ebola to come to an end?,"By sexual intercourse,embrassing someone,touching dead bodies","Constistent hand washing,Avoid body contact,strangers not allowed,sick person should be takening to the hospital","The girl children are just getting pregnant,no good drinking water facility,no toilet facility resulting to inproper sanitation",People in the community can not practics the action plans
2015-01-07,Pujehun,Makpele,Kengo,Booma,NA,1,1,CHW,Very High,Lack of medical facilities in the community,The history of this deadly virus,Washing dead body. Accomodating strangers ,No one should touch a dead person,Lack of good drinking water in the community,Yes. Poor hand washing due to the availabilty of veronical bucket and soaps.
2015-01-07,Pujehun,Makpele,Samagbe,Gbaa,NA,1,1,Youth  Secretary,High,Food shortage during this outbreak,When schools shall reopen,Taking care of the sick. Washing the dead,No crossing of border to Liberial by any communty member,The Lifespan of Ebola depend on the money spent on it,Yes. Poor hand washing due to the availabilty of veronical bucket and soaps.
2015-01-07,Pujehun,Makpele,Selimeh,Palima,NA,1,1,Town Secretary,Very High,Restriction of movement,Is there any drug to cure  this sick?,Having direct contact with an infected person,All sick cases must be reported immediatelly to the health centre or call 117,Lack of Health facility and safe drinking water in the community ,Some community members will not adhere to these action points
2015-01-07,Pujehun,Malen,Korwah,Jumbu,NA,1,1,Head Teacher,Medium,Tha Ebola should now try go out of the country,What are our major roles of mobilisers  in Eradicating Ebola?,By touching and washing of dead body,"They cannot allow strangers in their community, Cannot keep sick in the community","Poor drinking water facility in the community as they use streams for cooking and drinking, and they said that Ebola can be transferred by fluids as wild animals do use the streams as well.",Lack of the capacity by the community by the community members to lead  action plans
2015-01-07,Pujehun,Malen,Bahoin/Senjela,Sinjo,NA,1,1,Head Teacher,High,They want the organisation to empower them to join the fight in Eradicating Ebola,"Are they to continue to eat bush meat, after the eradication of Ebola? ",By touching an infected person ,"No more secret society in the community, untill Ebola finish in the Country",They don‰Ûªt think whether Ebola is going to finish quick because they are saying that Ebola will finish soon but they sending people to work in the communities for another four months.,Have no isolated place for sick people.
2015-01-07,Pujehun,Malen,Taokunor,Taninahun,NA,1,1,NA,High,The lockdown of trade fares and restricted movement,When Ebola will com an end?,Lack of freequent hand washing,"No community burial practice, Strangers no allowed",Nothing,No
2015-01-07,Pujehun,Peje,Pejeh West,Lien,NA,1,1,Town Crier,Very High,Increase in teenage pregnancy due to this out break,What really bring about Ebola?,Eating bust meat,Call 117 for any death in the community,Crying of hunger,Lack of getting access to information
2015-01-07,Pujehun,Peje,Pejeh West,Lien,NA,1,NA,Champion,Very High,"To get access to health centre,To end ebola,Let school reopen soon",When is school going to reopen? When is ebola coming to an end,"Having casual sex with ebola survivors before three month,Treating sick person at home,washing death body","Report all death to the medical practioners eg.CHOs,Nurse and medical doctors","The community people really manifest interest in getting(health centre,school building,water well and toilet ","In the area of house treatment,the community is only adapt because their si no health centre in the village"
2015-01-07,Pujehun,Peje,Futa Pejeh East,Pejehwa,NA,1,1,NA,Very High,They wat the Ebola to come to an end so that their childern (girls) will get bak to schools.,Among the numerious singns of Ebola which on can cearly show the singn of Ebloa?,Keeping of unstatus strangers in the community.,"Keeping the strangers in the community un known to the authorities a fine of (Le100,000) must be paid.",Nobody should take bath at their streams,Ebola has limitted their children from visiting them in their cpommunity.
2015-01-07,Pujehun,Peje,Futa Pejeh East,Pejehwa,NA,1,NA,Town chief,Medium,"To pray for ebola to done,To be selling of goods,Hunger",How to contact the burial team? How to contact the health workers/ebola response people?,"By eating bush meats,Keeping strangers,Bury dead bodies.","No stranger allow,No bush meat eating,No hand shaking.","No food,No toilet,No safe drinking water.",Lack of acces to facility/health centre/school/poor road and network facility
2015-01-07,Pujehun,Soro Gbema,Zoker 1,Bangorma 1,NA,1,1,Ordinary Citizen,High,Doing business was their way of earning there living but everything has been stopped,What measures have been put in place to see that scholls have reopen,Visitation to burial homes.Hand shaking,"No hand shaking, Do not touch or wash dead body, Strangers are not allowed except by the approval of the medical personnel, No one should keep a sick person",Ebola has stopped them from doing their domestic work,"The absent of Veronical bucket, chlorine and soap for handwashing"
2015-01-07,Pujehun,Soro Gbema,Massaquoi 11,Juring,NA,1,1,Ordinary Citizen,High,They want their children to get back to school,They want the border between Sierra Leone and Liberial to reopen,Taking care of the sick. Washing the dead,No public gathering ,Lack of food due to restriction of movement in the community,Yes.Late respond from the health personnel
2015-01-07,Pujehun,Soro Gbema,Zombo 11,Macca,NA,1,1,Contact Tracer,High,To train people in the community to take active part  in the burial practices,When schools are going to reopen,Visitation to burial homes.Hand shaking,No one should eat bush meat.,The late respond from the burial team,Yes.Hand Washing will not effective due to the absent of veronical bucket and soap
2015-01-07,Pujehun,Soro Gbema,Kemokai,Wai,NA,1,1,Town Chief,High,The reopening of borders between Sierra Leone and Liberial,When schools are going to reopen,Visiting the sick,No Vehicle is allowed to enter in the community after 7:00 pm,The community people are afraid of the various check point,The community people will not abide by the lay down action point
2015-01-07,Pujehun,Sowa,Upper Georma,Badala,NA,1,1,Youth Leader,High,"They to know whether the Government is going to continue burrying the daed bodies or it is just for Ebola after Ebola, he can stop everything?",When Ebola will come to an end?,Free movement,"No accommodation for strangers,No hand shaking, No un lawful gathering, Should stop washing dead bodies","Lack of save drinking water due to the fear of Ebola as it can be transferred throungh fluids, the therefore need hand pump in their community.",Limitted population
2015-01-07,Pujehun,Sowa,Upper Georma,Badala,NA,1,NA,Business man,Medium,"Since the outbreak of ebola no education,No business in the community,Since the outbreak the health worker are not treating us because of ebola",Ebola just about making money or not? Ebola came for the poor,"Washing dead body,self burial and by touching sick people.Eating bush meat ","Strangers are not allow in the community. Hand washing,All sick and death must be reported to the authority","Food is a big problem for the people in this community,No health facility for the massah setties section lack of pure drinking water.","To provide a place for the strangers who come to this community,Avoid all sele burial,Stoping keeping of sick persons,Avoid washing and touching of dead bodies."
2015-01-07,Pujehun,Sowa,Saba I,Kpejewo,NA,1,1,NA,High,When  are we going to have our free movement,Are there going be another lockdown in the country  as they are hearing? ,By touching a sick perosn.,"No public gathering, No body contact, Freequent hand washing, Strangers are not allowed.",The government to do research on the survivors need in the community,Disrespect of the by-laws
2015-01-07,Pujehun,Sowa,Saba I,Kpejewo,NA,1,NA,Youth Leader,High,Ebola is a deadly disease that everybody should abide or work with by-laws,When school reopen? When did the ebola comes an end? Is the  government responsible for all the burial?,"Community gathering,Washing dead bodies","No body is allow to eating  bush meat,No public gathering,No body contact","Governmentt to assist them with schools,provide toilet and pure water supply","Few veronicalbucket,poor road network system."
2015-01-07,Pujehun,Sowa,Kangebai,Ngormbu,NA,1,1,Youth Leader,High,The reopening of schools and no trade fares which contributing grately their poverty.,When the Ebola will come an end? Are the bt- laws implimented in the cities?,Eating of bush meat,"No one is allowed to visit burial homes, No hands shaking, Freequent hand washing defaulter will pay fine of (Le500,000)",Slower respose of the burial team to go into action,They lack the techniques as to how best they carry out the action plans
2015-01-07,Pujehun,Sowa,Kangebai,Ngormbu,NA,1,NA,Imam,Medium,"The government should provide food for the community,The government to reward them for their support in eradicating ebola.",They ask when the ebola will come to an end? They also ask if the government will give them money after ebola?,"Through hand shaking,Through body contact.","No one is allow to eat bush meat,No one is allow to touch dead bodies,No strangers is allow in the community.","They are more co-oprative,They accept health workers","My concern is that,they agree to abide to the bye-laws then before"
2015-01-07,Pujehun,Sowa,Saba Ii,Vawahun,NA,1,1,Youth Leader,High,Ebola has put stand still to market gathering,When Ebola will come to and end why the holy centres are still in progress?,Touching of an infected Ebola person,"No public gathering,all sick should be reported to the health centre,proper screening before entering in commmunity",Regular sensitization ,Insufficient of holding centre
2015-01-07,Pujehun,Sowa,Saba Ii,Vawahun,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-08,Bonthe,Benducha,Yalmabokie,Gballor,NA,1,1,Youthleader,High,Ebola kills in shot time.,Is there any vaccine for ebola?,"Taking care of sick people ,body contact",Obey the law of the government.,Disturbing schooling,NA
2015-01-08,Bonthe,Benducha,Sokenteh,Mogbindi,NA,1,1,Youth Leader,Low,Lack of bucket for hand container.,When will ebola end in sierra leone and we start to eat bush meat?,"Washing dead bodies, Attending to sick people",Strangers are not allowed in the community especially sick people,"No good drinking water, toilet facility and health facility",NA
2015-01-08,Bonthe,Bonthe Municipal,Bonthe Town,Gbogboma,NA,1,1,Youth Leader,High,When will school reopen,when did you think that ebola will end,Eating bush meat and avoid body contact,Not to allow strangers in,Food crisis is the main problem in the island,Net work problem in the community
2015-01-08,Bonthe,Bum,Tamba,Baaka,NA,1,1,CHW,High,"The most common concern is that ,there is no health facility in this community except they have to work to Torma Bum which the distance is very far",Is there any vaccine to cure ebola?and when will it end,"Hand shaking ,strangers entring the community and public gathering","No social or public gathering,no hand shaking and no strangers allowed to come in",Hardship is telling on this community because it is only in the trade fare they get food items,"The champion request for top-up to make calls concern to the programm,and phones "
2015-01-08,Bonthe,Bum,Fikie,Mandu,NA,1,1,CHW,High,"we the community people here,we all pray that ebola will go out of this counitry","We do not have ebola in our community here,but if our our love once dies,they must put them in the plastic why??","By touching the dead body,washing the dead,keeping a sick patient at home and as well as in the community ",We do not allowed anyone to cross through the river to enter into our community,WE want our children to have education back,WE are missing our love once because ebola we cant reach them
2015-01-08,Bonthe,Bum,Torma,Mbaoma,NA,1,1,Town Chief,High,"Business not flowing ,no education and no food in the community",When will ebola come to an end? When will school will reopen? Shall we eat animal after ebola?,"Hand shaking, Hugging, publicing gathering hashing dead body, allowing strangers","No hand shaking, no washing of dead bodies, avoid eating bush animal, no stranger allowed",Take all sick person's to the health centre/hospital ebola treatment given to bush animals,To provive top-up for the community/village champion
2015-01-08,Bonthe,Bum,Gbondubum,Panti,NA,1,1,Teacher(forma),High,"The ebola has brought more hardship to their community,If ebola could not get out of Sierra Leone it will increase the illiteracy rate in the country","Is ebola man made or natural disease, why is it that there are many disease but ebols is the major focus?","Strangers ,delay in government policies and some traditional practices with regards to dead body, buniness people","Dont wash dead body,Dont keep sick people in the town but at the health centres,No hand shaking strangers that are not to the knoledge of authorities are not allowed",The government should enforce all bye-laws inplementation by community .The government should stop all inter-district travelling expect vehicles with food and medice items,No obstacle reslly because these are issues that are control by different people in the village.
2015-01-08,Bonthe,Bum,Koimato,Simbaru,NA,1,1,NA,Very High,Because of ebola schools and colleges has not even open and their children are still at home,Why are dead body buried in plastic while they are not ebola death?,"The touching of someone body may lead to the virus like fluids,blood,saliva and stood.Washing dead person during ebola period and touching sick patient by this time.","No strangers are allowed into our community, no body is allow to buried the dead",NA,Poor communication net work and poor road network
2015-01-08,Bonthe,Bum,Lanji,Yaweh,NA,1,1,Youty Leader,High,Is to free from Ebola from our country ,The reopening of school,Avoid self burial ;avoid body contact and stop allowing strangers,No more self burial in the community,Lack adequate food items and when will Ebola end,No sensitization on ebola stigmatization is done here
2015-01-08,Bonthe,Jong,Bashaka,Baiama,NA,1,1,YouthLeader,High,Late arrival of burial team,NA,Body contact,"No stranger is allow to enter the village, regular hand washing",NA,NA
2015-01-08,Bonthe,Jong,Fallewuja,Luawa,4 weeks or more,1,1,YouthLeader,Very High,Provision of ambulance for  sick people in their community.,Is there any medicinet for ebola?,Do not touch sick person.,Not to  accept strangers from another district,Women should be included into the burial team.,To have their community free from ebola.
2015-01-08,Bonthe,Jong,Superclvland,Mopeteh,NA,1,1,YouthLeader,Medium,That who so ever is taken to the hospital can not survived,Can ebola be in chicken?,Visiting the sick,Communities should no more buried copes.,No schooling for their childern.,Ebola is danger and danger to undertake it work.
2015-01-08,Bonthe,Jong,Tucker Nyamba,Mosonga,NA,1,1,Carpenter,Medium,Allow save burial when someone dies. ,Can ebola be transmitted through sweat?,Body contact.,No public gathering.,Trade fair lock down.,Late arrive of the burial team
2015-01-08,Bonthe,Jong,Kumabeh/Kwe,Mossavie,NA,1,1,Town Clerk,High,Ebola is polities,Are the soap going to be disrributed again,"Through body fluid, through body contact.",Report every sick /call117,State of emergency is constance.,Ownership
2015-01-08,Bonthe,Jong,Landi Ngere,Sawulla,NA,1,1,Town Chief,High,The burial team always come in late and the health centres are not well equiped,"When school reopen?, How did ebola entered in sierra leone?","Touching dead bodies, sick persons of ebola, ",Government enforced bylaws like not to accept strangers etc.,Government should train more burial teams,SMAC to monitored their movement.
2015-01-08,Bonthe,Kpanda Kema,Sewema,Gondama,NA,1,1,NA,Medium,when will Ebola end,if they will allow then to eat bush meet after Ebola,"to touch sick person, shake hand in greeting, to wash dead body and eating bush animal","No accormodation for strainger, Refer sick immediately to health center and call burial team when some one dies.",the burial team create fairness by the way of dressing,some people are not still convince about the sick so they uphold their valued
2015-01-08,Bonthe,Kpanda Kema,Senjehun,Lilema,NA,1,1,Sanitary,Very High,ebola is the most miserable disease ever since,Are we also allow to eat bush meat after ebola,By washing the dead body and allowing strainger,straingers are not allow in the community and all burial is done by the burial team,The delayliance of the burial team will create another distruction in the community,Motivating people to go to hospital inmediately when sick
2015-01-08,Bonthe,Kpanda Kema,Gbonge,Yumbama,NA,1,1,Town Chief,High,"No schooling, economics hardship, no caultural practics","when school are going to opening? Monkeys, bats and human which is the hightest mode of transmition ","Acceptance of strangers, keeping sick people,","No sick person should be kept in the home, no secret burial, no traditional practics, daily monitring of strangers","Poor road network ,no toilet in the  community ,poor water conditions they drink stream",government must give dead certificate to people weather ebola or not
2015-01-08,Bonthe,Nongoba Bullom,Nganyama,Futta,NA,1,1,youth leader,Medium,Lack of hand washing container,Why  to wash only the hands and not the rest of the body?,Entering quarratine homes,"Washing of hands, no eating of bush meat, avoid keeping strangers, isolate and report seriously sick people.","Poor medical facilities,",Poor road network
2015-01-08,Bonthe,Nongoba Bullom,Mbawoma Gpenge,Kogo,NA,0,1,Depty town chief,Medium,They depend on prayer for ebola to go out of the country,NA,"touching dead bodies, eating bush meat","NO strangers are allowed,no one should eat bush meat,/ buried death",Government should give them money,Lawlessness
2015-01-08,Bonthe,Nongoba Bullom,Gbap,Mofai,NA,1,1,Farmer,High,"We need ebola materials like soap, bucket to prevent ourselves",What causes ebola?,Touching body fluid,Regural hand washing,Taking care of orphans,Topup
2015-01-08,Bonthe,Nongoba Bullom,Manyyimmi,Mokolo,NA,1,1,Youth,Very High,Ebola should go away.,Time to re open schools?,"washing dead bodies, Attending to sick people,touching",Washing of dead body is a crime,Sanitation is highly poor,Monitoring by police
2015-01-08,Bonthe,Sittia,Sagbangu,Bangor,NA,1,1,Town Chief,High,Fear of catching or coming incontact with ebola,If my cassava is been damage by monkey and bush animal what do I do,Washing of dead and keeping straingers,Carry the sick to health center and hand washing,No water well and toilet,Network problem in the community
2015-01-08,Bonthe,Sittia,Bamba,Ndaga,NA,1,1,Town Chief,Medium,Trace fare is close  no other source of getting money,Why really no vaccince for Ebola?,"Eating bush meat especially monkey,Unprotected sex","No strangers are allow to pass a night ,No burial attendance by either villages  Refer all sick to the nearest health center",that ebola is not a natural disease but a man made ,Means to travel and the maening of this pass
2015-01-08,Bonthe,Sittia,Yoni,Victoria,NA,1,1,TBA,High,That the governmentdoes not feed then during the lockdown,why did the government not providing other ways to put the dead bodies expect plastic bags,touching the body fluid of ebola person(s),No accomodation of strangers,Food shortage,"No coverage to call burial team ,Bad road network"
2015-01-08,Bonthe,Sogbini,Beyorgbor,Kanga,NA,1,1,CHW,High,No more traditional practise by th community people,If there is any medicine that can cure ebola?,"No hand shaking, no public gathering, avoid people's compound, don't touch dead body","Don't the sick, screan of strangers","Trade fare lock down, this has the community bank-rup, so they are facing problems",Poor road network and poor communication networK
2015-01-08,Bonthe,Sogbini,Pengor,Semabu,NA,1,1,Health Worker,High,Well educated about ebola,If ebola a man made or God made Virus? What will you do that you will get ebola?,Avoid stragers and businesss people,No stranger is allowed in the communinity and no public gathering,no provison for hand washing,Availability of chlorine
2015-01-08,Bonthe,Yawbeko,Kataway,Massima,NA,0,0,NA,High,Arlam made by the ambulance ,Why do they put people into plastic bag?,Hand washing,No hand shaking,NA,NA
2015-01-08,Bonthe,Yawbeko,Mobulie,Mobefa,NA,1,0,NA,Very High,Government shoud put mechanism in place to end ebola,When ebola will end?,"coming in contact with dead bodies,hand shaking,visiting quarrantine homes",All community member should travel not  to other district,To monitored communities,Monitoring 
2015-01-08,Bonthe,Yawbeko,Bayagba,Ngawma,NA,0,1,YouthLeader,High,"We know that ebola is real,but  what can we do to tap it",How can ebola speard among people?,Body contact,"Not allow strangers,and not eating bush meat.",Water well,No communication
2015-01-08,Kambia,Bramaia,Duramania,Gorreh,NA,1,1,chief,Very High,they want ot bury their dead,when is the reopening of schools?,1. sexual intercourse 2. toyching the sick,1. no sporting activities are allowed 2. no strangers are allowed,government should fight hard to secure medicine for the cure of ebola ,"yes, the people are very much demanding"
2015-01-08,Kambia,Bramaia,Fothombugie,Kaskonday,NA,1,1,youth leader,High,the education of their children,1. where did ebola come from 2. can ebola be cured,1. washing dead bodies 2. hand shaking,"1. no shaking hands-le50, 000 2. no shaking hands- le500,000",the taskforce men should be given money to carry out their operations,"no, the people have laid down rules and they are ready to carry out the action plan"
2015-01-08,Kambia,Bramaia,Kukuna,Komboma 1,NA,1,1,Teacher,Medium,the end point of ebola in Sierra Leone,When will ebola end?,washing the dead,1. the sick people should be reffered to the hospital 2. no community burials are allowed 3. no strangers are allowed. Offenders of these laws are fined some amounts,the use of body bags for burial,"yes, the people lack the facility for hand washing"
2015-01-08,Kambia,Bramaia,Kabaya,Sukulu,NA,1,1,youth  ,High,"they need to pray on dead bodies, to dig their graves",1. when is the reopening of schools? 2. why the use of chlorine on dead bodies?,traditional/secrete burials 2. body contact 3. playing football,1. no playing of football 2. no strangers are allowed 3. no secrete burials 4. no bikes are allowed after 7pm,they are against the use of the body bags for burials,"yes, the people were demanding money to carry out the action plans"
2015-01-08,Kambia,Gbinleh Dixon,Mafaray,Futha,NA,1,1,Youth,High,"No business , no school",Ebola is just the same as cholera and malera symptoms and signs,Dynial about the disease and sonuggle,Wash hands point; maintain of check point; on eating of bush meat,Train and equipt the  village community about Ebola prevention,NA
2015-01-08,Kambia,Gbinleh Dixon,Gbinleh,Gorrah,NA,1,1,Community Member,High,They did not happy about the way the burry the dead bodies,Can Ebola be transmitted by shaking hand,Contact with infected bush animal,No eating of bush meat ,They want their pupils to go back to school,NA
2015-01-08,Kambia,Gbinleh Dixon,Kalangba,Kambia Dee,NA,1,1,NA,Very High ,We need veronical bucket and to have the burial team in the community,When will school reopen,Hand washing,No community burial is allowed,They are crying for movement,They don‰Ûªt have total in movement due to the check point
2015-01-08,Kambia,Gbinleh Dixon,Rogbaray,Lakonie,NA,1,1,Chief,Medium,The  band on cultural pratices,How is Ebola  look like,Eating with affected person,No seconsesion,In need of health center,No support
2015-01-08,Kambia,Gbinleh Dixon,Tawuya,Makomaray,NA,1,1,NA,Very High,All socisl activities have close,When are we going to be free from all this punishement,Having close contact with sick people,No eating of bush  and every body must have a wash hand point,The Government should have help them with much after Ebola has free in the country,NA
2015-01-08,Kambia,Gbinleh Dixon,Matong,Masaya,NA,1,1,NA,Medium,Until every body that Ebola is real; then Ebola will be free,Who declear this sick as Ebola in sierra leone,Not to eat bush meat,Hand washing point; report any thing you here relaed to Ebola,We have oftride of sitting one  place; we want Ebola to finish so we can work a distance,No good water well; no communication pole [net work]
2015-01-08,Kambia,Gbinleh Dixon,Katalan,Tipopo,NA,1,1,Youth Leader,Medium,We want to be allow to pray together in the musque and greet each other,When Ebola will done in sierra leone,Handing the clothes if an infected person or some one who died of Ebola,No body enter this community at night except with a pass  five hundred thansand leone if you do,We need hand washing rubbers,Needs  to carry out the action plan
2015-01-08,Kambia,Magbema,Kargbulor,Contah,NA,1,1,Youth Leader,Very High,They want to witness in the bural process,Why Ebola has no cure,1 Touching the sick 2 hand shaking 3 touching the vomit,1 No hand shaking 2 regular hand washing 3  no stranger is allowed,1 they  said why doctors are dieying  they are to take care of the sick,They  need proper sensitization
2015-01-08,Kambia,Magbema,Robombeh,Gbarrika,NA,1,1,NA,High,Government should  use in this community,Why infected people are quarantie instead of taking them to the hospital,Caring for sick people And washing or touching dead bodies,1 No strangers 2 No bike riding at 7 pm,People in the community refered we as a force of leting them to die under Ebola,People need water wells in this communty
2015-01-08,Kambia,Magbema,Thominaya,Kabaya,NA,1,1,youth leader,High,the burial team should not put dead bodies in the plastic bags,what is the chain of transmition of the ebola virus?,1. washing dead bodies 2. body contact,1. no strangers are allowed live in the community 2. hand washing points is compulsory in all areas  of the community,they need to be empowered,they lack support and as a result need equipments to carry out the action plan
2015-01-08,Kambia,Magbema,Kamba,Kamba,NA,1,1,Town Chief,High,They wish to observe their financia rites,Are all death related to Ebola,Washing dead body and seret burrial,Failing to report sick to the hospital is five hundred thansand leone,NA,Ebola material kits; financial assistant
2015-01-08,Kambia,Magbema,Rokupr,Magbolonthan,NA,1,1,Teacher,High,Freedom of movement ; Reopening of school,How to remove glove from hand,Allowing sick people in the community; Denaile,No stranger is allow in the community; No bady contact,Farm work, Finecial support
2015-01-08,Kambia,Magbema,Robart,Maseri,NA,1,1,Chair Man,Low ,To have community burral team,When will Ebola end and where Ebola come from,Did Ebola tramnsmitted by air,No stigmatisation six month imprisonment no hand washing of the dead  fine five hundred thansand leones,They need a school for their children and they lack water facilities,Supervision; local suport
2015-01-08,Kambia,Magbema,Kambia,Massama Road,NA,1,1,Chief,Very High,Grass root and youth empowerment'; burrial team should be insiders,Why contract tracers are not paid,Direct body contract,No harbouring of strangers; and touching of dead body,People at communty check points do not carrier their work effectively because of no incentive,The community needs financial empowement and supervision
2015-01-08,Kambia,Mambolo,Matie,Kobia,NA,1,1,Youth Leader,Very High,They want mega phone and veronica bucket,What causes Ebola; Ebola can be cured,Washing of died body;hand shaking,No hand shaking; no burial; no washing of died bodies,They needed soap;and chlorine for hand washig point and also mega phone,They want mega phone; and to build up their capability
2015-01-08,Kambia,Mambolo,Mambolo,Madina,NA,1,1,Head Man,Very High ,Emergency vehicle for the chiefdom,If Ebola can cure;and when Ebol will end,Body fiuid; washing dead body,Hiding sick person is a crime and washing died bodies is also a crime,If we accept medical advice we will win the fight,Financial constrains 
2015-01-08,Kambia,Mambolo,Mayakie,Mayarmpo,NA,1,1,Youth Leader,Medium,the want to be train on burial procedure,Can we eat smok bush meat,Washing of died bodies,Any one cought  hiding sick person will be charge to court,The chlorine,They don‰Ûªt have enough youths and it will be difficulit to carry out they  action plan
2015-01-08,Kambia,Mambolo,Robis,Romanda,NA,1,1,NA,High,Look for hospilality,When school will reopen,Through body contract,No stranger is allowed,Robers to wash hand,Money constrain
2015-01-08,Kambia,Mambolo,Rowollon,Yelieboi,NA,1,1,Youth Leader,High,Th community and the Ngos to support them with logistic like touch and battery,Wher Ebola virus come from,Washing sick person with Ebola positive,Washing died bodies is a crime ,What the Government have put in place to see that Ebola will end,If some one died in the community the burial team should not delay to respon to their call
2015-01-08,Kambia,Masungbala,Barmoi Munu,Barmoi Lagbo,NA,1,1,youth leader,High,they want their love ones to be buried in the communiy,1. when will ebola end ,1. public gathering 2. hand shaking 3. body contact,1. no cinemas are allowed to operate 2. movements are not allowed after 7pm,nothing was said ,"yes, they need rubbers for hand washing"
2015-01-08,Kambia,Masungbala,Sumbuya,Labea,NA,1,1,community member,Medium,the end time for ebola,1. when is the lifting of the state of emergency?,direct contact with an infected person,"1. hosting of sick people is le 100,000 2. no strangers are allwed(le150,000) 3. no hand shaking- a fine of le 50,000",the use of body bags for burials,yes. There are not enough materials to carry out the action plan
2015-01-08,Kambia,Masungbala,Kawula,Laya,NA,1,1,community member,Very High,1. the reality of the ebola virus  2. ebola is a killer diseases,1. when is the reopening of schools? 2. when will ebola end?,1. washing of dead bodies 2. hand washing,1. no haboring of strangers in the commnity 2. no community burials 3. no Wshing of dead bodies,government should work hard to end ebola in the country,the task forces need special training
2015-01-08,Kambia,Masungbala,Mapollon,Mabonkaya,NA,1,1,teacher,Very High,the issues of strangers entering their community,1. for how long will the ebola virus last in the human body?,1. washing dead bodies 2. touching body fluids of infected persons,1. no bikes are allowed to travel after 7pm 2. no strangers are allowed 3. no hand shaking ,medical doctors do stigmatize patients,no obstacles at all
