Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2014-12-12,Moyamba,Kongbora,Lawana,Gbongeh,NA ,1 ,1 ,Health worker ,Medium ,How can we get soap or chlorine for hand washing e ,is there any traditional medicine to cure this disease ,washing dead bodybuilding burial homes. ,no stranger is allowed to sleep in the community without the approval of the stakeholders of the community ,they said the cost of living is very high due to the out break in the country. ,the implementation of by-laws will not be faced by any serious challenge in the community. 
2014-12-12,Moyamba,Kongbora,Mogeray,Kpetema Sela,NA ,1 ,1 ,Town chief ,Medium ,after the Ebola Epidemic are we allowed to eat bush meat ,is Ebola ending before the end of December ,Eating fruits that have partly been eaten by bats can cause Ebola ,no stranger is allowed in the communicability body must not be washed. ,since the start of this outbreaks development is the only organization that has entered this community with Ebola messaged they are very happy to see us in this community. ,from the reception we had from theme are very sure that the by-laws will strictly be implemented 
2014-12-12,Moyamba,Kongbora,Gibina,Manjehun,NA ,1 ,1 ,Youth leader ,Medium ,what are the main causes of Ebola ,why are strangers not allowed to visit our village ,eating bush meat can lead to the spread spread of the virus ,strangers are not allowed to stay in the village without the knowledge of the village authorities. A fine is levied against any one breaking the law. ,promote frequent hand washing using antidisestablishmentarianism of sick persons to health centers. ,the major obstacle in carrying out the action plan include lack of fund. 
2014-12-12,Moyamba,Kongbora,Taninahun Boka,Mogbondo,NA ,1 ,1 ,Youth leader ,High ,Ebola has eating into the fabrics of our society. ,can Ebola be transferred through sexual intercourse ,poor entreating bush Washingtonian dead body. ,no one should keep sick person at estrangements should not be allowed in the community ,there should be frequent sensitization about the spread of the Ebola virus in our community ,the obstacle is that people are not fully prepare to fight against the spread of the virus 
2014-12-12,Moyamba,Kori,Mokabba,Bonganeme,NA ,1 ,1 ,Muslim chairman ,Medium ,washing hands and avoiding body contact with sick persons are necessary very difficult to observe. ,how did Ebola entered sierra Leonelle ,body contacting of urinal homes e coming in close contact with an effected person. ,no body is allowed to visit burial home they should stop washing dead bodies they should not accommodate strangers avoid eating bush monkeyshine ,tea should provide them with veronica buckets for hand washing ,NA 
2014-12-12,Moyamba,Kori,Vaama,Bunabu,NA ,1 ,1 ,community member ,High ,the government quarantine people without giving them food. ,is Ebola a man made disease or is it from God ,secrete brainwashing the dead bodying for an Ebola infected person. ,secrete burial is a serious crime and who soever is found wanting will face the full force of the law. ,some members of the community are in the habit of spraying other peoples kitchen at night. ,NA 
2014-12-12,Moyamba,Kori,Manjehun,Damba,NA ,1 ,1 ,NA ,High ,the dress code of the burial team makes them look like angels and this crest fairness in them. ,has any vaccine been developed to cure this disease ,washing the deadwood contacting burial homes ,no visitors from other communities are allowed to stay in the village. ,the chief advised all members of the community to remain committed to the by-laws ,if given the necessary support needed from the community members 
2014-12-12,Moyamba,Kori,Forbgo,Gbahama,NA ,1 ,1 ,community youth ,Low ,we all know that Ebola is real deadly virus ,when is Ebola going to come to an end ,washing dead bodybuilding burial homes. ,All visitors without pass or medical identification must not be allowed in the community. ,the community want to know when school will reopen ,the main obstacle is that authorities should put more effort on the awareness raising campaigns are there still people who don‰Ûªt belie that Ebola is real. 
2014-12-12,Moyamba,Kori,Bai Largo,Gbounubu,4 weeks or more ,1 ,1 ,teacher ,High ,survivors should be in the burial team since they not caught Ebola anymore. ,chlorine will not kill why should the burial team wear face mask when spraying spaying chlorine on dead bodies ,accepting stringer washing dead forebodingness sick persons secretly.. ,the should report sick people report dead accepting strangers is prohibited Ont attend funeral homes ,they said government made mistake by telling people there is no medication how can people go to the health center ,NA 
2014-12-12,Moyamba,Kori,Yando,Kowama,NA ,1 ,1 ,NA ,High ,according to theme Ebola virus has greatly affected their movement from one place to another. ,Does the government have any solution to this problem ,visiting burial homesteading dead bookkeeping sick persons at home. ,washing of dead body is not inquisitorial are not allowed in the community. ,they are not allowed to accommodate any stranger without the knowledge of the town chief. ,the only obstacle is the fact that the mobilizers did not bring any material for them to start implementing some of the by-laws. 
2014-12-12,Moyamba,Kori,Yando,Mokema,NA ,1 ,1 ,community ,Medium ,according to theme Ebola virus has greatly affected their movement from one place to another. ,when is Ebola going end ,visiting burial homesteading dead bookkeeping sick persons at home. ,washing of dead body is not inquisitorial are not allowed in the community. ,the burial team should properly handle dead bodies with good care. ,we need the support of stakeholders to ensure that these by-laws are implemented to its fullest force 
2014-12-12,Moyamba,Kori,Taiama,Njolorhun,NA ,1 ,1 ,youth leader ,High ,almost all the symptoms of the Ebola virus are similar to that of paratyphoid and cholera. ,is is true that Ebola is real ,caring for the sick at homespun unacceptability strangers from out side the community ,all strangers should see the town chief and PHEW staff before entering into any house in the communicativeness go against this law will be finned. ,the paramount chief always encourage people to go to health center very early before their situations get worst. ,they are very compliance to the by-laws . 
2014-12-12,Moyamba,Kori,Mowonga,Nyorilla,NA ,1 ,1 ,youth leader ,High ,this Ebola virus has created a lot of inconveniences for them in the country. ,is restless development going to provide veronica bucket for us to be washing our hands ,visiting burial homesteading dead bookkeeping sick persons at home. ,strangers are not accepted in the Washingtonian of dead body is not allowed in the community ,what is the community going to benefit from this SCAM project ,they are currently busy doing their farming activities. 
2014-12-12,Moyamba,Timadale,Mando,Mokolleh,NA ,1 ,1 ,Tax collector ,High ,Lack of current education in the country ,What to do if someone is seriously sick ,Attending to sick people at home Touching dead bodies body contact ,Avoid eating bush meat no keeping of strangers no keeping of sick people at home ,Poor road network for health workers to access their community ,Lack of transportation 
2014-12-12,Moyamba,Timadale,Kaball,Ngeiyea,NA ,1 ,1 ,Youth Leader ,Very High ,How did Ebola entered into sierra Leone is their own concern ,When will school reopen ,Body contact Visiting the sick ,Acceptance of strangers with no stigmatization ,Let the government trained religious leaders for do Ebola testing ,Farming activities 
2014-12-12,Moyamba,Timadale,Nugurba,Bompeya,NA ,0 ,1 ,Chair person ,Medium ,The community concerns is how wile Ebola end in sierra Leone ,NA ,Eating bush No practice of hand washing before eating ,Isolation of sick people within the community Prohibition of strangers entering the community ,The way the burial team conduct burials are OT accepted by the community inhabitants ,Farming and business activities 
2014-12-12,Moyamba,Timadale,Kambotoke,Bondia,NA ,1 ,1 ,NA ,High ,The community people depends on God's sport ,Is the stay at home day going to take place this December ,Washing of dead bodies Hiding of sick people at home ,No community member is allowed to sit funerals homes until after Ebola ,Ebola has affected everybody in sierra Leone in so many ways ,There should be law enforcement between committee members and the chis 
2014-12-12,Moyamba,Timadale,Kambotoke,Chokorlor,NA ,1 ,1 ,Ordinary Citizen ,Very High ,No market activities in communities ,Does the government has any specific time Ebola will end in sierra Leonelle ,Washing of dead bodies ,No accommodation of strangers No washing of dead bodies ,Lack of current education in the country ,NA 
2014-12-12,Moyamba,Timadale,Kambotoke,Kambotoke,NA ,1 ,1 ,Youth Leader ,Very High ,We should practice frequent hand washing and avoid body contact ,What will the government in order to eradicate Ebola in this country ,The signs of Ebola like body contact ,No accommodation of estrangement hand washing with soap and water ,The burial team are prating giving dead bodies to community people to bury ,NA 
2014-12-12,Moyamba,Timadale,Mando,Messima,NA ,1 ,1 ,Ordinary Citizen ,High ,Ebola has stop our children from going to school and brought teenage pregnancy ,We are we not to accept strangers ,Hand shaking ,"Abhorring sick people without seeking consent from the chief the person is liable to ya 50,000 ",NA ,NA 
2014-12-12,Moyamba,Timadale,Bembelor ,Mokanvindi,NA ,1 ,1 ,Youth Leader ,Medium ,Concern about the form which the virus looks like ,When will Ebola come to an end ,Body contact eating bush meat ,Strangers are no allowed to sleep into the community Every sick person should report to he nearest health center ,Burial team are taking specimen of sick and dead people without revealing the result to the community members ,Most community members rare not law abiding 
2014-12-12,Moyamba,Timadale,Yapoma,Mokessmu,NA ,1 ,1 ,NA ,Low ,Ebola has created a room of inefficiency in handling their businesses and other activities ,Is Ebola virus found in chicken goat or sheep ,Body contact Visiting burials homes ,NA ,NA ,Only national bylaws 
2014-12-12,Moyamba,Timadale,Gbehan,Mosagbeh,NA ,1 ,1 ,Teacher ,High ,Ebola has stop their profession- teaching ,Which type of animal do we really get Ebola from ,Body rash transmission ,No community entrance ,Isolating sick people from the in the community ,NA 
2014-12-12,Moyamba,Timadale,Kambotoke,Ngalagohun,NA ,1 ,1 ,Town Ciel ,Very High ,The government has not made any provision fro the comm it to carry out all the laws regarding Ebola ,When will school reopen ,Touching dead bodies ,No outpouring of any stranger entering the community No keeping of sick people into the community ,No education into the country which is affecting them ,Interest in working in accordance with the action plans 
2014-12-12,Moyamba,Timadale,Mai,Sembuhun Kanu,NA ,1 ,1 ,chairman ,Medium ,the pray that Ebola will have medicine 2015 coming ,When will school reopen ,Eating bush meat body contact touching dead body Through vomiting ,Frequent hand washing strangers are not allowed report sick people to the near by clinic ,The community needs phone for the champion ,NA 
2014-12-12,Moyamba,Timadale,Kambotoke,Sitiyah,NA ,1 ,1 ,Champion ,Medium ,NA ,When will Ebola end in sierra Leonelle ,Washing of dead bodies and hiding sick people ,"Any accommodating strangers unknowing to he chief is liable to pay 100,000 ",Ebola infected people but the affection is all over the country ,Sentiment 
2014-12-12,Tonkolili,Gbonkolenken,Matamp ,Maraka,NA ,1 ,1 ,NA ,Medium ,Ebola is a killer diseases which kill many people in our country ,Can Ebola a which huntsman Ebola be cure when is Ebola going to end ,Body contacting dead body hand shaking ,No washing a dead nobody strangers is allowed ,doctors should be include in the health centers ,the obstacle might be the fine because community people will not be able to afford the money 
2014-12-12,Tonkolili,Gbonkolenken,Yele Manowa,Mongallah,NA ,1 ,1 ,NA ,High ,The should put the community people in the burial team. ,Did the fortunates cure Ebola ,Body contacting dead body hand shaking ,No washing a dead nobody strangers is allowed ,NA ,NA 
2014-12-12,Tonkolili,Gbonkolenken,Makonkorie,Ro-Reinaka,NA ,1 ,1 ,Deputy Head man ,Medium ,Ebola is a killer diseases which kill many people in our country ,How can Ebola be cure and who will survival if you catch Ebola ,body contacting the advertising quarantine homes ,no accommodation of stranger secret noncontributing off check point ,how their children are not going to school due to the Ebola outbreak. ,The tax force 
2014-12-12,Tonkolili,Gbonkolenken,Mayepoh,Robun,NA ,1 ,1 ,Head Man ,Medium ,improve community health workers for early for first aid ,Will the action plan continue after Ebola ,washing of dead body over secretiveness brilliantness of strangers ,No strangers are allow no hunting of bush meatloaf from pm to am everyday ,cleaning the water well and securing the the environment. ,the obstacle might be the fine because community people will not be able to afford the money 
2014-12-12,Tonkolili,Gbonkolenken,Upper Masakoh,Rongallah,NA ,1 ,1 ,NA ,Very High ,women should be included in the burial team ,is Ebola a curse ,Body contacting the stocktaking care of the sick ,House to house checksumming strangers are allowed hunting of bush meat ,the government must add to the numb in the burial team. ,NA 
2014-12-12,Tonkolili,Kafe Simiria,Makelfa,Kalmaro Taedaren,NA ,1 ,1 ,Youth leader ,High ,The eating of bush meat public gathering and children movements are concerns ,Why is it that government does not allow the people to wash the dead before burial as a way of observing their tradition ,Touching the dead and the sick Body contact ,Strangers are not allowed in the community without the permission of the chief body in the community is allowed to keep sick people ,The community people are willing to form up a committee to participate in the burial team the community has taken up a venture to do a house to house check ,NA 
2014-12-12,Tonkolili,Kafe Simiria,Makontandae,Makaman,NA ,1 ,1 ,NA ,Very High ,They are concerned about how people survive a disease without a cure The disease is real but the way of burial is not fine ,When will Ebola come to an end in this country What are the mechanisms government has put in place to end Ebola ,Eating bush meat Touching the sick hand shaking washing and bring dead bodies Exchange of domestic materials ,Coffee from Chapman ,Coffee from Chapman to amused ,NA 
2014-12-12,Tonkolili,Kafe Simiria,Mayasso,Makindi,NA ,1 ,1 ,Youth Chairman ,Medium ,The people are not properly taken care of in holding centers ,Is Ebola a new disease Are thee drugs to cure Ebola ,Body contact Washing the dead Walking with bear fruit ,The sick should report to the health center no hand shaking regular hand washing No washing of dead bodies ,The time of school reopening Government should bring European doctors to cure the disease ,NA 
2014-12-12,Tonkolili,Kafe Simiria,Mabontor,Makoreh,NA ,1 ,1 ,Womens leader ,High ,We would like your organization to provide us with chlorine and teach us how to use it so that we can use it to wash our hands ,Is it true that chlorine is very dangerous and sometimes kill Is it possible for us to use chlorine to wash our hands ,Direct contact with an infected person or object ,"Strangers aren't accommodativeness accommodating strangers should pay a fine of Le 1990s After onomatopoeic bike is allowed to enter the community if you do you pay a fine of Le MacArthur should keep their water source clean if any one fails a fine of Le 200,000 will be paid ",Families should not allow their their children to play out of their compound They want government to train a community based burial team ,NA 
2014-12-12,Tonkolili,Kallansogoia,Kasocra,Ferry Road,NA ,0 ,0 ,NA ,Medium ,People poison water for the present government to rule more ,Why we don‰Ûªt wash all dead bodies ,Touch buries the dead poison into water for drinking ,Coffee at shipmate no shake hands ,The ladies need got be aware of foreign strangers ,NA 
2014-12-12,Tonkolili,Kallansogoia,Lower,Kapetha,NA ,0 ,1 ,NA ,High ,How can we avoid getting Ebola ,Is Ebola an air borne disease ,Hand shaking hiding the sick washing dead body quarantine homes ,Traveling unknown to the chief Le 1990s hand shaking LE 1990s No stranger is allowed ,This methods very important meet the people and give their opinion Restless development is doing good thing to bring the people on board to know how to fight against Ebola ,NA 
2014-12-12,Tonkolili,Kallansogoia,Kemedugu,Sasakala 2,NA ,1 ,1 ,NA ,Medium ,Government should train community people to help fight Ebola in the country ,Is the sun a killer of the Ebola virus Do domestic animals contact Ebola ,Playing with dead bodies hand shaking ,All toilets should be thoroughly clean all compounds should be properly clean movement constriction ,Government should provide materials for community people and medical specialists as well ,Occupation of the community time to conduct events and patients 
2014-12-12,Tonkolili,Kallansogoia,Songonie,Sokurrellah,NA ,1 ,1 ,NA ,Medium ,It was expose by a community person ,Why is Ebola still in Sierra Leone while other countries have been declaimer Ebola free ,Eating of bush meat secret burial hand shaking and body fluid ,No public gathering no hand shaking no strangers are allowed no body should keep sick people no community burial ,The sick Ebola is a game that is playing in the high achier authorities ,NA 
2014-12-12,Tonkolili,Kholifa Mabang,Rokankarr,Lambabay,NA ,1 ,1 ,Youth ,High ,Ebola have toped us not to celebrate December Is has also toped our children from going to school ,When are we going to have Ebola free. When will our children go back to school. ,Playing with sick person dead body. Eating monkey bats and any bush meat. Body contact. Body fluid ,No one should go to the water well or tap at night. No one is allowed to hunt in and around the community. No stranger is accepted in and out of the community. ,Ebola is real and it is a killer disease ,NA 
2014-12-12,Tonkolili,Kholifa Mabang,Marunia,Majaki,NA ,1 ,1 ,Secretary ,Very High ,The Ebola has toped us from traveling ,Are you going to supply us with food for their living ,Hand shaking. Secret burial. Body contact. Eating of bush meat ,"No accommodation of stranger if any one is cut fluting the rules will be fined 500,000 ",They have decided to work diligently to stop the Ebola score ,NA 
2014-12-12,Tonkolili,Kholifa Mabang,Mabang/Marunia,Patifu,NA ,1 ,1 ,Youth Lead ,High ,Government should provide safe equipment. ,Can we stop drinking cow milk because those cow feed on grass most of them eat fruit that wild animals have eaten ,Washing the dead. Eating monkey ,When somebody is seriously sick you should not go to that persons house ,Ebola is a kill disease if so government should implement new system in fighting against the virus ,NA 
2014-12-12,Tonkolili,Kholifa Mabang,Mabang,Ronthagbia,NA ,1 ,1 ,Town Chief ,High ,Government should provide medicine in each community for malaria to reduce the Ebola ,The sick is real but can not be treated why ,Washing the dead. Attending funerals Shaking hands with a suspected person ,Call 117 for any suspected cases. No hand Shaking. Regular washing of hands ,The government should provide Pp Es for all community for burial purpose and to monitor all the health workers. ,"The fine towards the new bey-laws which is 200,000 because the people in this community are families with each other. "
2014-12-12,Tonkolili,Kholifa Rowalla,Lal-Lenken,Makarr,NA ,1 ,1 ,Clark ,Medium ,The medical teams a factor to the death of many people ,Why is it that patients with other diseases are mistaken to be Ebola patients ,Hand shaking body contact visiting the sick and funeral homes ,No body contact no public gathering the sick should be reported to the health center ,Private hospitals should be opened to fight against Ebola ,NA 
2014-12-12,Tonkolili,Kholifa Rowalla,Mayatha,Mamuna,NA ,1 ,1 ,Youth member ,High ,Treatment and holding centers should be allocated across the country ,Why is it that suspected cases and confirmed cases are put in the same ambulance ,Washing the dead Visiting burial homes ,Accommodating strangers care for the dead and sick crimes ,The release of many soldiers is a big threat ,NA 
2014-12-12,Tonkolili,Kholifa Rowalla,Mamunta,Massagble,NA ,1 ,1 ,Youth Leader ,Very High ,Government should add more drugs in hospitals and clinics ,Will secret societies continue their activities after the outbreak ,Hand shaking washing dead bodies traditional healers wand secret burials ,Strangers are not allowed ,Government should build more treatment and holding centers at district level ,Lack of capital and lack of co-operation in implementing by laws is crime 
2014-12-12,Tonkolili,Kholifa Rowalla,Mayosr,Robis,NA ,1 ,1 ,Headman ,Medium ,The arrival of burial team is a concern ,NA ,Washing the dead and keeping the sick at home ,Hiding the sick at home washing the dead and eating of bush meat is a crime ,The dress code of burial team and their processes are described to be awful ,Lack of authority issue arrests to defaulters 
2014-12-12,Tonkolili,Kholifa Rowalla,Makump,Robol,NA ,1 ,1 ,Elder ,Very High ,There should be treatment centers in all wards and districts ,Why is it that there is no means of communication between and infected person and hisser family ,Care for the dead and the sick ,Care for the dead and visiting funeral homes are crimes ,There should be specific provisions for suspected and confirmed persons ,NA 
2014-12-12,Tonkolili,Kunike,Masingbi,Fohtaneh,NA ,1 ,1 ,NA ,Very High ,Community people should be trained for safe burial ,is it true that the government wants to build treatment centers in Tonsillitis ,washing of dead body over secretiveness brilliantness of strangers ,No strangers are allow no hunting of bush meatloaf from pm to am everyday ,The government should provide food for the community people ,NA 
2014-12-12,Tonkolili,Kunike,Mamasonko Sanka,Mabala,NA ,1 ,1 ,Imam ,High ,Let the government try to fight against Ebola ,NA ,No attending of burial eating of bush meet ,No stranger is allowed washing of fed bodies ,NA ,The tax force 
2014-12-12,Tonkolili,Kunike,Petifu Line,Makuali,NA ,1 ,1 ,NA ,High ,Express there concern all activities has been suspend due to Ebola ,why do the Ebola team burred any that is dead ,body contacting the advertising quarantine homes ,No crowbarring bush meat strangers are limitedness movement of people ,NA ,NA 
2014-12-12,Tonkolili,Kunike,Kenewa,Mawogba,NA ,1 ,1 ,NA ,High ,let the ministry of health and it partners put more pressure on the treatment centers ,What will the community do if someone died and the road is not motor able ,washing dead body eating bush meat hand shaking ,No hand shaking strangers are allowed ,how their children are not going to school due to the Ebola outbreak. ,The community action plan should be encourage. 
2014-12-12,Tonkolili,Kunike Barina,Masaba,Maforay,NA ,1 ,1 ,Youth leader ,High ,we will continue to fight and end Ebola soonest ,Do we have any new ideas of preventing Ebola ,Body contacting bush menial ,House to house checksumming strangers are allowed hunting of bush meat ,NA ,NA 
2014-12-12,Tonkolili,Kunike Barina,Mathonkara,Makethi,NA ,1 ,1 ,Youth leader ,High ,to them Ebola is a man made diseases ,when and how Ebola will end ,Hand Shaking caring sick personalizing f dead body ,No Strangers are allow avoid people compound ,distance to access the hospital ,NA 
2014-12-12,Tonkolili,Kunike Barina,Makong,Mayeye,NA ,1 ,1 ,NA ,Medium ,How should they take care of sick person ,what is the different between the virus and Ebola ,Body contacted shaking ,Sick person should not be kept in housemen strangers are allowed ,NA ,NA 
2014-12-12,Tonkolili,Kunike Barina,Makalie,Mayira,NA ,0 ,1 ,NA ,Very High ,lock down in this part of the country is not important ,with the numbers of days a community observed the lock down procedure a lot of cases why ,Through touching of an infected personalizing the dead body ,NA ,NA ,NA 
2014-12-12,Tonkolili,Kunike Barina,Mamurie,Rosint,NA ,1 ,1 ,NA ,Medium ,The government should provide treatment centers in every village. ,What can we do to prevent ourselves from Ebola ,washing dead anybody handshaking inter cause ,No lodging of stranger visit of quarantine mountaineering check point ,NA ,NA 
2014-12-12,Tonkolili,Malal Mara,Manewa,Mabereh,NA ,1 ,1 ,Youth Lead ,Very High ,Survivors from Ebola should be isolated from the community for not spreading the virus. ,when government will announce the free of Ebola in this country. ,by touching dead person. By touching sick person that show some signs and symptoms of Ebola ,No accommodation of strangers. Any sick person should be reported to the health center. No hand shaking ,Government should also train and involve each chiefdom community people in the burial team so that people will have confidence in the burial team ,NA 
2014-12-12,Tonkolili,Malal Mara,Kaimpkkolo,Mamelleh,NA ,1 ,1 ,Youth Lead ,Very High ,The burial put stick and leaves in the grave of their dead one ,Why the SO disinfect the houses ,touching dead forbiddingness of sick people ,Strangers are not allowed in the community ,by working together with the health workers and the sensitization of the people will help them to prevent Ebola in their community ,Elders want to delegate responsibilities to the youth but they are refusing it. 
2014-12-12,Tonkolili,Malal Mara,Mathanka,Rokupur,NA ,1 ,1 ,Youth Lead ,High ,NA ,NA ,Eating fruit that has been partly eaten by antimalarial for the sick and washing dead ,Marijuana should not be smoke in the middle of the downtown abusive language ,The people sitting at the check points are not receiving any support ,NA 
2014-12-12,Tonkolili,Malal Mara,Malal,Rothongbai,NA ,1 ,1 ,Youth Lead ,High ,Stakeholders should stop imposing related to Ebola ,raters should be offered to the dead personalty least one person should be included in the burial team ,Touching of sick personalizing of dead nonexchangeable of local materials such as blade needle ,NA ,NA ,NA 
2014-12-12,Tonkolili,Sambaia Bendugu,Dayie,Bandugu,NA ,1 ,1 ,Village head ,High ,NA ,Is it true that Ebola is a curse what are the signs and symptoms of Ebola who to prevent Ebola ,NA ,"All sick people should report to the hospital No body should keep strangers Bush animals are prohibited if any one violates this law Le 500,000 ",Government should let those that have survived to work in the COCKCROW ,NA 
2014-12-12,Tonkolili,Sambaia Bendugu,Sambaia,Kandaga,NA ,1 ,1 ,Town Chief ,Very High ,Women should be included in the burial team to take care of female victims ,Why is it that women are not included in the burial team ,Hand shaking touching the dead from love ones breast feeding and public gathering ,No hand shaking no accommodation of staggers no burial visits the sick should not be kept at home no burial visits ,The people want to take part in the burial team ,Lack of thermometer touch light Natalya and sugar Gloves and Pp Es 
2014-12-12,Tonkolili,Sambaia Bendugu,Buyan,Mathabaia,NA ,1 ,1 ,Ebola educator ,Very High ,NA ,What is contact tracing When will Ebola end in this country ,Hand shaking body contact keeping the sick at home bring the dead ,No secret society is allowed Only 25 people are allowed in mosque during prayer periods ,The way the burial team is bring our people is against our culture especially women ,NA 
2014-12-12,Tonkolili,Sambaia Bendugu,Borowa,Tekedugu,NA ,1 ,1 ,Chairman ,Very High ,We are praying that the virus will not enter our community to end our generation ,Where did the Ebola virus came from ,Body contact eating of bush meat ,No accommodation of strangers and sick persons No hand shaking no unsafe burial and secret societies no public gathering ,Regular hand washing and visiting the health center when sick is important ,Inadequate support to manage and implement the by-laws 
2014-12-12,Tonkolili,Tane,Mapakie,Gbom Sadu,NA ,1 ,1 ,Head Man ,Medium ,Ebola is a sick that kills quick ,is it true that the government wants to build treatment centers in Tonsillitis ,washing of dead body over secretiveness brilliantness of strangers ,No crowbarring bush meat strangers are limitedness movement of people ,securing their water well for security purpose ,NA 
2014-12-12,Tonkolili,Tane,Lal Lenken ,Mabai,NA ,1 ,1 ,Chief ,Very High ,Community people should be trained for safe burial ,is it true that the government wants to build treatment centers in Tonsillitis ,washing of dead body over secretiveness brilliantness of strangers ,No strangers are allow no hunting of bush meatloaf from pm to am everyday ,NA ,The action plan should be encouraging 
2014-12-12,Tonkolili,Tane,Matotoka,Makona,NA ,1 ,1 ,Head Man ,High ,community people should be trained for safe burial ,Will the action plan continue after Ebola ,Washing of dead touching of Ebola potentiating of bush meat. ,"House to house checking No secret burial No Huntington lodging of strangers. Fine of el 200,000 was imposed on Mohamed Se say for lodging of female stranger. ",The burial team should buried their people with respect ,The community action plan should be encourage. 
2014-12-12,Tonkolili,Tane,Patifu Maboboh,Masorie,NA ,0 ,1 ,Youth leader ,Medium ,Government should provide medication for Ebola virus ,Is Ebola disease cause by the white people. ,Washing of dead touching of Ebola potentiating of bush meat. ,No strangers are allow no hunting of bush meatloaf from pm to am everyday ,NA ,NA 
2014-12-12,Tonkolili,Tane,Mangay Bana,Ro-Kanigba,NA ,1 ,1 ,Head Man ,High ,their concern is about the toping of there education in there community ,Why the disease is only killing postdoctoral ,washing the dead ,No strangers are allow no hunting of bush meatloaf from pm to am everyday ,NA ,youth in the community are not able to stick to the bye laws 
2014-12-12,Tonkolili,Tane,Makrubeh,Rogbaneh,NA ,1 ,1 ,Contact tracer ,Low ,washing of hands No to burred the dead ,if you eat bush meat ,NA ,No strangers are allow no hunting of bush meatloaf from pm to am everyday ,NA ,NA 
2014-12-12,Tonkolili,Yoni Yoni,Mile 91,Gaindema,NA ,1 ,1 ,Youth Ceder ,High ,some people say if they go to hospital they will catch Ebola ,Ebola will end this month ,Body contact ,Sick people must visit the health center. No touching and washing of dead person. ,let the government include our community people to take part in the burial team ,they should not eat bush meat 
2014-12-12,Tonkolili,Yoni Yoni,Foindu,Mafallah I,NA ,1 ,1 ,Youth Ceder ,High ,we need the medicine that will cure the virus ,what about fish in relation to Ebola ,Touching an effected personalizing of dead biodiversity of burial ,Sick people must visit the health center. No touching and washing of dead person. No strangers are accepted in the community ,NA ,NA 
2014-12-12,Tonkolili,Yoni Yoni,Roruks,Mafokoya,NA ,1 ,1 ,Traditionalistic ,Medium ,We don‰Ûªt hare various rubbers and soap to wish our hands ,If people suspect of Ebola and spray with chlorine will they survived ,What did the community initially assess and rank as key risk for catching Ebola ,No visit quarantine homespun visit of burial critic burial ,The government should provide plenty of veronica robber and soap for the hand wishing ,No finical overcommitment for other youth 
2014-12-12,Tonkolili,Yoni Yoni,Mamaka,Rokimbie 2,NA ,1 ,1 ,Youth Ceder ,High ,Trina and provide equipment to community members for burial ,What is the scientific name of the Ebola virus ,Washing dead touching of an affected person ,Regular hand Washington accommodation of stranger hand handshaking touching sick people ,Train members in the community for burial ,none at because they are willing to join in thee fight against Ebola 
2014-12-12,Tonkolili,Yoni Yoni,Patifu,Rolinelobo,NA ,0 ,1 ,NA ,Very High ,The government need to build more hospital ,What is the main propose of this disunion ,Noshing fed bodies ,Stranger are not allow No hand shaking eating of bush meet ,NA ,Chick pointed man pollack of training 
2014-12-13,Bombali,Bombali Shebora,Kagbaran Dokum 2,Masiaka,4 weeks or more ,1 ,1 ,Head Man ,High ,Government must empower and involve the survivors to fight Ebola and they must be encourage. Package must be given to both survivors and those that observe the same mentioned ,What will be the greatest help that this community will get from government most especially to the farmers orphans and survivors ,They complain that they could not see their relative suffering without helping them but through education they are coping with the situation for not to be infected with the sick because touching the sick or washing the dead is a risk of catching Ebola ,Keeping sick marshaller Washing the dead body marshaller Visiting another man community or compound el 1990s Lowing a stranger in your house without the connect of the community people latherer ,They express the view of coming to collect information to their community without seeing any help moreover to the area of education medical facilities farming and shelter ,NA 
2014-12-13,Bombali,Bombali Shebora,Rokonta,Rosint,4 weeks or more ,1 ,1 ,Section Chief ,Very Low ,Community Men should be trained for safer burial protective gears for emergency ,Why has there been shortage of supply in quarantine homes ,Washing and touching dead body ,No stranger is allow a fine of latherer Hide the sick latherer Hide the dead latherer ,Community people should be involved in burial because they are not satisfy with the way some of the people were buried ,The lack of some protective gears as suggested by them will make them less effective 
2014-12-13,Bombali,Gbendembu Ngowahun,Tanyehun,Mafotaneh,NA ,1 ,1 ,ordinary citizen ,High ,Building of a community health center ,When will Ebola end ,lack of understanding of Ebola outbreak ,7 am to 7 pm for bikes. No strangers are allowed. ,NA ,NA 
2014-12-13,Bombali,Libeisaygahun,Mafonda,Makesseh,NA ,1 ,1 ,Head man ,Medium ,Rubber buckets safe grind water well and soap to prevent Ebola. ,Do I need to avoid all bush meat Where can I buy medicine to treat fever ,Hand shaking. Eating bush meat and dead animals. Washing dead body. Share sharp object such as Knife cutlass needle or razor. ,No hand shaking in the community. No dead body washing. No eating of bush meat and dead animals ,They lack safe drinking water and health center. ,NA 
2014-12-13,Bombali,Sanda Tendaren,Rosos,Baddie(Portloko),NA ,1 ,1 ,As sit Head man ,Low ,Every thing is stand still ,When will Ebola end How would they survive in this Ebola crisis ,Eating bush meat. Touching sick people. Burying of dead body. ,No outside trading in the community. No one should keep a sick person. ,They have been running their business now they even struggle to get salt. ,NA 
